status,price,bedroom,bathroom,carpark,area,type,address,zipcode,house_url,agent_name,agent_position,agent_company,agent_sale,agent_phone,agent_location,agent_url
Sold by private treaty 6 Oct 2020,480000,4,2,1,336m²,House,36 Datura Avenue Cranbourne North VIC 3977,3977,https://www.domain.com.au/36-datura-avenue-cranbourne-north-vic-3977-2016246070,Paul Organtzidis,Director,P&G Real Estate,8,0436 318 006,"Suite 34, Level 2 66 Victor Crescent, Narre Warren VIC 3805 Suite 34, Level 2 66 Victor Crescent, Narre Warren VIC 3805 Suite 34, Level 2 66 Victor Crescent, Narre Warren VIC 3805",https://www.domain.com.au/real-estate-agent/paul-organtzidis-1742419/
Sold by private treaty 6 Oct 2020,1135000,4,2,2,8093.71m²,House,5 Fletcher Road Cranbourne South VIC 3977,3977,https://www.domain.com.au/5-fletcher-road-cranbourne-south-vic-3977-2016485606,Matt Dewan,Sales representative,OBrien Real Estate Cranbourne,21,0416 638 019,"1/78 High Street, Cranbourne VIC 3977 1/78 High Street, Cranbourne VIC 3977 1/78 High Street, Cranbourne VIC 3977",https://www.domain.com.au/real-estate-agent/matt-dewan-1086618/
Sold by private treaty 6 Oct 2020,460000,2,1,1,,Apartment/Unit/Flat,602/95 Berkeley Street Carlton VIC 3053,3053,https://www.domain.com.au/602-95-berkeley-street-carlton-vic-3053-2016518056,Sam Fenna,Head of City Sales / Auctioneer,Belle Property Carlton,8,0437 309 715,"129 Elgin Street, Carlton VIC 3053 129 Elgin Street, Carlton VIC 3053",https://www.domain.com.au/real-estate-agent/sam-fenna-1728691/
Sold by private treaty 6 Oct 2020,1555000,4,2,2,"1,212m²",House,36 Ellerina Road Mount Martha VIC 3934,3934,https://www.domain.com.au/36-ellerina-road-mount-martha-vic-3934-2016308661,Paul Wells,Sales representative,Warlimont & Nutt Pty Ltd,3,0488 154 981,"30 Lochiel Avenue, Mount Martha VIC 3934 30 Lochiel Avenue, Mount Martha VIC 3934",https://www.domain.com.au/real-estate-agent/paul-wells-1709781/
Sold by private treaty 6 Oct 2020,745000,5,2,2,612m²,House,5 Shamrock Close Narre Warren South VIC 3805,3805,https://www.domain.com.au/5-shamrock-close-narre-warren-south-vic-3805-2016396677,Eric Zhang,Director,Ray White Berwick,8,0433 322 748,"42 High Street, Berwick VIC 3806 42 High Street, Berwick VIC 3806 42 High Street, Berwick VIC 3806",https://www.domain.com.au/real-estate-agent/eric-zhang-1506000/
Sold by private treaty 6 Oct 2020,346500,2,1,2,660m²,House,80 Plume Street Norlane VIC 3214,3214,https://www.domain.com.au/80-plume-street-norlane-vic-3214-2016422477,Ali Bandari,Sales Consultant,Ray White Lara,7,0426 842 483,"16 Hicks Street, Lara VIC 3212 16 Hicks Street, Lara VIC 3212",https://www.domain.com.au/real-estate-agent/ali-bandari-1481361/
Sold by private treaty 6 Oct 2020,600000,3,1,1,276m²,Townhouse,2/51 Wyatt Street Ocean Grove VIC 3226,3226,https://www.domain.com.au/2-51-wyatt-street-ocean-grove-vic-3226-2016494180,Toby Lee,Property Sales,Bellarine Property Pty Ltd,15,0448 008 900,"84 Hitchcock Avenue, Barwon Heads VIC 3227 84 Hitchcock Avenue, Barwon Heads VIC 3227",https://www.domain.com.au/real-estate-agent/toby-lee-1571889/
Sold by private treaty 6 Oct 2020,1100000,4,3,2,,Apartment/Unit/Flat,32B Mackie Road Bentleigh East VIC 3165,3165,https://www.domain.com.au/32b-mackie-road-bentleigh-east-vic-3165-2016262966,Harpreet Kaur,Property Consultant,YPA Cranbourne,4,0481 314 949,"Shop 3/207 South Gippsland Highway,, Cranbourne VIC 3977",https://www.domain.com.au/real-estate-agent/harpreet-kaur-1648241/
Sold by private treaty 6 Oct 2020,312000,1,1,1,,Apartment/Unit/Flat,315/35 Princeton Terrace Bundoora VIC 3083,3083,https://www.domain.com.au/315-35-princeton-terrace-bundoora-vic-3083-2015826788,Cathy Liu,Licensed Estate Agent / Sales Executive,Ray White Bundoora,6,0402 529 753,"1344-1346 Plenty Road, Bundoora VIC 3083 1344-1346 Plenty Road, Bundoora VIC 3083",https://www.domain.com.au/real-estate-agent/cathy-liu-1759285/
Sold by private treaty 6 Oct 2020,670000,4,2,2,,House,6 HUGHES PLACE Burnside Heights VIC 3023,3023,https://www.domain.com.au/6-hughes-place-burnside-heights-vic-3023-2016313070,Nivin Salsa,Sales,361 Degrees Real Estate Caroline Springs,9,0424 935 361,"14/242 - 244 Caroline Springs Blvd, Caroline Springs VIC 3023",https://www.domain.com.au/real-estate-agent/nivin-salsa-1517469/
Sold at auction 6 Oct 2020,590000,3,1,4,648m²,House,116 David Street Lalor VIC 3075,3075,https://www.domain.com.au/116-david-street-lalor-vic-3075-2016518318,Michelle Portelli,Sales representative,Nelson Alexander Reservoir,4,0414 758 541,"281-283 Broadway, Reservoir VIC 3073 281-283 Broadway, Reservoir VIC 3073",https://www.domain.com.au/real-estate-agent/michelle-portelli-1494431/
Sold by private treaty 6 Oct 2020,300000,,,,509.7m²,Vacantland,Lot 1/1 Canterbury Road West Lara VIC 3212,3212,https://www.domain.com.au/lot-1-1-canterbury-road-west-lara-vic-3212-2015520756,Sarah Carey,Sales representative,Carey First National,14,0403 064 510,"27 Mcclelland Avenue, Lara VIC 3212",https://www.domain.com.au/real-estate-agent/sarah-carey-1620726/
Sold by private treaty 6 Oct 2020,330000,3,1,4,584m²,House,95 O'Neills Road Melton VIC 3337,3337,https://www.domain.com.au/95-o-neills-road-melton-vic-3337-2015831036,Kieran Carson,Director,Raine & Horne Melton,10,0413 377 274,"289 High Street, Melton VIC 3337 289 High Street, Melton VIC 3337",https://www.domain.com.au/real-estate-agent/kieran-carson-1126419/
Sold by private treaty 6 Oct 2020,439500,3,1,−,,House,22a Arundel Court Hoppers Crossing VIC 3029,3029,https://www.domain.com.au/22a-arundel-court-hoppers-crossing-vic-3029-2016165973,Jacqueline Iversen,Senior Sales Executive,hockingstuart Wyndham City,14,0419 391 794,"34 Station Place, Werribee VIC 3030 34 Station Place, Werribee VIC 3030",https://www.domain.com.au/real-estate-agent/jacqueline-iversen-1710690/
Sold by private treaty 6 Oct 2020,1425000,3,2,2,"1,211m²",House,87 Panorama Drive Mount Martha VIC 3934,3934,https://www.domain.com.au/87-panorama-drive-mount-martha-vic-3934-2016530454,Tammie Coady,Sales representative,Bonaccorde Property Services,2,0408 562 286,"4/42 Lochiel Avenue, Mount Martha VIC 3934 4/42 Lochiel Avenue, Mount Martha VIC 3934",https://www.domain.com.au/real-estate-agent/tammie-coady-1557615/
Sold by private treaty 5 Oct 2020,615000,3,2,2,650m²,House,374 Centre Road Berwick VIC 3806,3806,https://www.domain.com.au/374-centre-road-berwick-vic-3806-2016323680,Debbie Brettoner,Director,Ray White Berwick,18,0458 628 085,"42 High Street, Berwick VIC 3806 42 High Street, Berwick VIC 3806 42 High Street, Berwick VIC 3806",https://www.domain.com.au/real-estate-agent/debbie-brettoner-1645189/
Sold by private treaty 6 Oct 2020,660000,5,3,2,244m²,House,2/8 Temby Close Endeavour Hills VIC 3802,3802,https://www.domain.com.au/2-8-temby-close-endeavour-hills-vic-3802-2016369833,Elias Salimi,Senior Sales Specialist,LJ Hooker Dandenong,14,0412 676 898,"347 Lonsdale Street, Dandenong VIC 3175",https://www.domain.com.au/real-estate-agent/elias-salimi-1754028/
Sold by private treaty 6 Oct 2020,540000,2,1,1,,Apartment/Unit/Flat,127/4 Bik Lane Fitzroy North VIC 3068,3068,https://www.domain.com.au/127-4-bik-lane-fitzroy-north-vic-3068-2015833857,Ryan Pagan,Director,Pagan Real Estate,49,0438 757 358,"8 Mt Alexander Road, Travancore VIC 3032 8 Mt Alexander Road, Travancore VIC 3032",https://www.domain.com.au/real-estate-agent/ryan-pagan-839201/
Sold by private treaty 6 Oct 2020,1680000,4,3,2,420m²,House,1 Grantley Drive Glen Waverley VIC 3150,3150,https://www.domain.com.au/1-grantley-drive-glen-waverley-vic-3150-2016364439,Jenny Gao,Property Consultant,Harcourts Judd White,4,0467 092 216,"173 Coleman Parade, Glen Waverley VIC 3150 173 Coleman Parade, Glen Waverley VIC 3150 173 Coleman Parade, Glen Waverley VIC 3150",https://www.domain.com.au/real-estate-agent/jenny-gao-1761594/
Sold by private treaty 6 Oct 2020,310000,,,,350m²,Vacantland,LOT 22 DARMAIN DRIVE Greenvale VIC 3059,3059,https://www.domain.com.au/lot-22-darmain-drive-greenvale-vic-3059-2016490580,Riya Choudhary,Sales representative,361 Degrees Real Estate Caroline Springs,17,0422 486 666,"14/242 - 244 Caroline Springs Blvd, Caroline Springs VIC 3023",https://www.domain.com.au/real-estate-agent/riya-choudhary-1722249/
Sold by private treaty 6 Oct 2020,400000,3,1,2,365m²,House,2/42 Kirkwood Crescent Hampton Park VIC 3976,3976,https://www.domain.com.au/2-42-kirkwood-crescent-hampton-park-vic-3976-2016342648,Liron Selimi,Director / EST8 Agent,Gr8 Est8 Agents,20,0425 776 622,"L2/66 Victor Crescent, Narre Warren VIC 3805",https://www.domain.com.au/real-estate-agent/liron-selimi-1462059/
Sold by private treaty 6 Oct 2020,463000,4,2,2,530m²,House,13 Merrystowe Way Harkness VIC 3337,3337,https://www.domain.com.au/13-merrystowe-way-harkness-vic-3337-2016355931,Mark Mordaunt,Senior Sales Consultant,Ryder Real Estate,11,0407 671 997,"319 High Street, Melton VIC 3337 319 High Street, Melton VIC 3337 319 High Street, Melton VIC 3337",https://www.domain.com.au/real-estate-agent/mark-mordaunt-1341567/
Sold by private treaty 6 Oct 2020,599000,2,1,1,,Townhouse,2/27 Catalina Street Heidelberg West VIC 3081,3081,https://www.domain.com.au/2-27-catalina-street-heidelberg-west-vic-3081-2016536041,Jeevan Jey,Advisor and Negotiator,Capital & Co. Real Estate,14,0401 179 696,"11/326 Settlement Road, Thomastown VIC 3074",https://www.domain.com.au/real-estate-agent/jeevan-jey-1607209/
Sold prior to auction 5 Oct 2020,560000,4,2,2,654m²,House,6 Tintinara  Crescent Belmont VIC 3216,3216,https://www.domain.com.au/6-tintinara-crescent-belmont-vic-3216-2016491071,Matthew Hunt,Sales representative,Barry Plant Highton,11,0433 176 611,"Shops 4 & 5 65-71 Barrabool Rd, Highton VIC 3216 Shops 4 & 5 65-71 Barrabool Rd, Highton VIC 3216",https://www.domain.com.au/real-estate-agent/matthew-hunt-1719968/
Sold by private treaty 5 Oct 2020,520000,3,2,2,,NewHouse&Land,21-23 Albanel Street Armstrong Creek VIC 3217,3217,https://www.domain.com.au/21-23-albanel-street-armstrong-creek-vic-3217-2016445194,Josh McDonald,Sales representative,Armstrong Real Estate,14,0401 815 374,"758 Barwon Heads Road, Armstrong Creek VIC 3217",https://www.domain.com.au/real-estate-agent/josh-mcdonald-1629010/
Sold by private treaty 5 Oct 2020,285000,,,,609m²,Vacantland,Lot 15 Leila Court Bacchus Marsh VIC 3340,3340,https://www.domain.com.au/lot-15-leila-court-bacchus-marsh-vic-3340-2014995680,Peter Leonard,Sales representative,Arbee Real Estate,17,0429 671 990,"140 Main Street, Bacchus Marsh VIC 3340 140 Main Street, Bacchus Marsh VIC 3340",https://www.domain.com.au/real-estate-agent/peter-leonard-1212749/
Sold by private treaty 5 Oct 2020,710000,4,2,4,,House,9 Kintyre Court Bannockburn VIC 3331,3331,https://www.domain.com.au/9-kintyre-court-bannockburn-vic-3331-2016514188,Nyree Cartwright,Sales representative,Hayeswinckle Newtown,1,0432 413 488,"2/318 Pakington Street, Newtown VIC 3220 2/318 Pakington Street, Newtown VIC 3220",https://www.domain.com.au/real-estate-agent/nyree-cartwright-1608626/
Sold by private treaty 5 Oct 2020,575000,4,2,2,669m²,House,13 Hamish Drive Bannockburn VIC 3331,3331,https://www.domain.com.au/13-hamish-drive-bannockburn-vic-3331-2016453602,Michael Stevenson,Sales Consultant,Andrews & Co Estate Agents,12,0419 153 507,"Shop 1/14 High Street, Bannockburn VIC 3331",https://www.domain.com.au/real-estate-agent/michael-stevenson-1590159/
Sold by private treaty 5 Oct 2020,277000,,,,400m²,Vacantland,141 Ambrosia Drive Armstrong Creek VIC 3217,3217,https://www.domain.com.au/141-ambrosia-drive-armstrong-creek-vic-3217-2016307414,Sam Parsons,Director,Avenue Five,31,0400 338 343,"12 silver wattle road, Mount Duneed VIC 3217",https://www.domain.com.au/real-estate-agent/sam-parsons-1713567/
Sold by private treaty 6 Oct 2020,600000,4,2,6,"1,174m²",House,11 Elimatta Street Warneet VIC 3980,3980,https://www.domain.com.au/11-elimatta-street-warneet-vic-3980-2016467400,Jason Stirling,Licensed Estate Agent,Eview Group - Australia,4,0411 520 173,"463 Nepean Highway, Frankston VIC 3199 463 Nepean Highway, Frankston VIC 3199",https://www.domain.com.au/real-estate-agent/jason-stirling-1295370/
Sold by private treaty 6 Oct 2020,667500,2,1,1,273m²,Apartment/Unit/Flat,2 French Street Ringwood East VIC 3135,3135,https://www.domain.com.au/2-french-street-ringwood-east-vic-3135-2016517960,Daniel Bullen,Auctioneer / Director,Jellis Craig Whitehorse,5,0412 809 725,"130-132 South Parade, Blackburn VIC 3130 130-132 South Parade, Blackburn VIC 3130",https://www.domain.com.au/real-estate-agent/daniel-bullen-1062775/
Sold by private treaty 6 Oct 2020,267000,,,,350m²,Vacantland,20 Isla Street Tarneit VIC 3029,3029,https://www.domain.com.au/20-isla-street-tarneit-vic-3029-2016295988,Vivek Sharma,Sales representative,Area Experts Real Estate,1,0430 043 014,"Shop 5 73-75 Point Cook Road, Seabrook VIC 3028",https://www.domain.com.au/real-estate-agent/vivek-sharma-1632544/
Sold by private treaty 6 Oct 2020,365000,1.21ha,,,,Vacantland,1187 Bannockburn-Shelford Road Teesdale VIC 3328,3328,https://www.domain.com.au/1187-bannockburn-shelford-road-teesdale-vic-3328-2016155853,Rene Pompe,Sales representative,First National Golden Plains,32,0419 764 940,"11/6 High Street, Bannockburn VIC 3331",https://www.domain.com.au/real-estate-agent/rene-pompe-1563912/
Sold by private treaty 6 Oct 2020,750000,4,2,2,"1,068m²",House,165-167 Greaves Street North Werribee VIC 3030,3030,https://www.domain.com.au/165-167-greaves-street-north-werribee-vic-3030-2015824593,James Antonio,Director/Auctioneer,YPA Estate Agents Wyndham City,16,0401 889 248,"1 Werribee Street, Werribee VIC 3030 1 Werribee Street, Werribee VIC 3030 1 Werribee Street, Werribee VIC 3030",https://www.domain.com.au/real-estate-agent/james-antonio-937814/
Sold by private treaty 5 Oct 2020,531000,4,2,2,400m²,House,241 Warralily Boulevard Armstrong Creek VIC 3217,3217,https://www.domain.com.au/241-warralily-boulevard-armstrong-creek-vic-3217-2016483820,Keith Fisher,Sales representative,Hayeswinckle Newtown,7,0408 944 728,"2/318 Pakington Street, Newtown VIC 3220 2/318 Pakington Street, Newtown VIC 3220",https://www.domain.com.au/real-estate-agent/keith-fisher-1760158/
Sold by private treaty 6 Oct 2020,1410000,3,2,1,,House,20 Little Derham Street Port Melbourne VIC 3207,3207,https://www.domain.com.au/20-little-derham-street-port-melbourne-vic-3207-2016318994,Callum Richardson,Sales representative,Greg Hocking Holdsworth,7,0488 504 889,"332 Montague St, Albert Park VIC 3206 332 Montague St, Albert Park VIC 3206 332 Montague St, Albert Park VIC 3206",https://www.domain.com.au/real-estate-agent/callum-richardson-1514181/
Sold by private treaty 5 Oct 2020,850000,4,3,6,"1,050m²",House,1 Erica Court Hoppers Crossing VIC 3029,3029,https://www.domain.com.au/1-erica-court-hoppers-crossing-vic-3029-2016264443,Alex Krnjeta,Sales Agent,Ray White Werribee,9,0451 980 900,"65 Watton Street, Werribee VIC 3030 65 Watton Street, Werribee VIC 3030 65 Watton Street, Werribee VIC 3030",https://www.domain.com.au/real-estate-agent/alex-krnjeta-1679813/
Sold by private treaty 5 Oct 2020,875000,3,2,1,,House,54 Royal Avenue Essendon North VIC 3041,3041,https://www.domain.com.au/54-royal-avenue-essendon-north-vic-3041-2016342116,Sam Carbone,,Nelson Alexander Keilor East,,, ,https://www.domain.com.au/real-estate-agencies/nelsonalexanderkeiloreast-15596/
Sold by private treaty 5 Oct 2020,1300000,3,2,2,483m²,House,2 The Rise Glen Waverley VIC 3150,3150,https://www.domain.com.au/2-the-rise-glen-waverley-vic-3150-2016524574,Jessica Chea,Sales Consultant,First National Real Estate Waverley City,10,0409 083 388,"167 Coleman Parade, Glen Waverley VIC 3150 167 Coleman Parade, Glen Waverley VIC 3150",https://www.domain.com.au/real-estate-agent/jessica-chea-1762809/
Sold by private treaty 5 Oct 2020,460000,,,,532m²,Vacantland,75 Ambition Drive Greenvale VIC 3059,3059,https://www.domain.com.au/75-ambition-drive-greenvale-vic-3059-2016389651,Luke Albioli,Sales representative,YPA Gladstone Park,21,0403 700 003,"Shop 154 Gladstone Park Shopping Centre, Gladstone Park VIC 3043 Shop 154 Gladstone Park Shopping Centre, Gladstone Park VIC 3043",https://www.domain.com.au/real-estate-agent/luke-albioli-974906/
Sold by private treaty 5 Oct 2020,935000,4,2,2,671m²,House,8 Oakbank Avenue Highton VIC 3216,3216,https://www.domain.com.au/8-oakbank-avenue-highton-vic-3216-2016442839,Wayne Baker,Sales Agent,McGrath Geelong,10,0418 521 221,"188 Moorabool Street, Geelong VIC 3220 188 Moorabool Street, Geelong VIC 3220 188 Moorabool Street, Geelong VIC 3220",https://www.domain.com.au/real-estate-agent/wayne-baker-985601/
Sold by private treaty 6 Oct 2020,540000,3,2,2,462m²,House,112 Gallery Way Pakenham VIC 3810,3810,https://www.domain.com.au/112-gallery-way-pakenham-vic-3810-2016482874,Amanda Claridge,Sales Consultant ,Barry Plant Pakenham,9,0409 009 887,"28 Southeast Boulevard, Pakenham VIC 3810 28 Southeast Boulevard, Pakenham VIC 3810 28 Southeast Boulevard, Pakenham VIC 3810",https://www.domain.com.au/real-estate-agent/amanda-claridge-1720832/
Sold by private treaty 5 Oct 2020,600000,4,1,2,,House,37 Peppercorn Parade Epping VIC 3076,3076,https://www.domain.com.au/37-peppercorn-parade-epping-vic-3076-2016404946,Michael Stamboulidis,Sales representative,Barry Plant Epping,5,0420 319 464,"740 High Street, Epping VIC 3076",https://www.domain.com.au/real-estate-agent/michael-stamboulidis-1724218/
Sold by private treaty 5 Oct 2020,670000,4,2,2,350m²,House,19 Montville Street Doreen VIC 3754,3754,https://www.domain.com.au/19-montville-street-doreen-vic-3754-2016404907,Nicholas Matkin,Director,Fletchers Real Estate Eltham,4,0401 243 059,"951 Main Road, Eltham VIC 3095 951 Main Road, Eltham VIC 3095 951 Main Road, Eltham VIC 3095",https://www.domain.com.au/real-estate-agent/nicholas-matkin-1485298/
Sold by private treaty 5 Oct 2020,540000,4,2,2,448m²,House,37 Seacrest Drive Cowes VIC 3922,3922,https://www.domain.com.au/37-seacrest-drive-cowes-vic-3922-2016300881,Yvette Tancheff,Sales,Ray White Phillip Island,9,0414 506 795,"56-58 Thompson Ave, Cowes VIC 3922 56-58 Thompson Ave, Cowes VIC 3922",https://www.domain.com.au/real-estate-agent/yvette-tancheff-844171/
Sold by private treaty 5 Oct 2020,587500,,,,"5,044m²",Vacantland,249/15 Peninsula View Cowes VIC 3922,3922,https://www.domain.com.au/249-15-peninsula-view-cowes-vic-3922-2016394212,Joshua Dunstan,General Manager,OBrien Real Estate Judith Wright,28,0407 558 933,"52-54 Thompson Avenue, Cowes VIC 3922 52-54 Thompson Avenue, Cowes VIC 3922",https://www.domain.com.au/real-estate-agent/joshua-dunstan-1624487/
Sold by private treaty 5 Oct 2020,655000,4,2,3,736m²,House,36 Hunt Club Boulevard Cranbourne East VIC 3977,3977,https://www.domain.com.au/36-hunt-club-boulevard-cranbourne-east-vic-3977-2016124484,Ekansh Kohli,Sales representative,Stockdale & Leggo Cranbourne,12,0448 936 999,"190 Sladen St, Cranbourne VIC 3977",https://www.domain.com.au/real-estate-agent/ekansh-kohli-1629377/
Sold by private treaty 5 Oct 2020,520000,4,2,1,,House,18 Diplomat Crescent Cranbourne South VIC 3977,3977,https://www.domain.com.au/18-diplomat-crescent-cranbourne-south-vic-3977-2016394951,Lucas Petrovich and Samra Zizak,Director & Licensed Estate Agent ,Eview Group - Casey Estate Agents,8,0481 877 444,"109B High Street, Cranbourne VIC 3977 109B High Street, Cranbourne VIC 3977",https://www.domain.com.au/real-estate-agent/lucas-petrovich-and-samra-zizak-1636060/
